HGNC ID	Approved Symbol	UniProt ID(supplied by UniProt)
HGNC:15362	OR5AU1	Q8NGC0
HGNC:15406	OR5AW1P	
HGNC:15262	OR5AZ1P	
HGNC:8322	OR5B1P	
HGNC:8323	OR5B2	Q96R09
HGNC:8324	OR5B3	Q8NH48
HGNC:8320	OR5B10P	
HGNC:15432	OR5B12	Q96R08
HGNC:15265	OR5B15P	
HGNC:15267	OR5B17	Q8NGF7
HGNC:15269	OR5B19P	
HGNC:19616	OR5B21	A6NL26
HGNC:15270	OR5BA1P	
HGNC:15271	OR5BB1P	
HGNC:15272	OR5BC1P	
HGNC:14843	OR5BD1P	
HGNC:15273	OR5BE1P	
HGNC:15407	OR5BH1P	
HGNC:15434	OR5BJ1P	
HGNC:14817	OR5BK1P	
HGNC:15275	OR5BL1P	
HGNC:14835	OR5BM1P	
HGNC:15276	OR5BN1P	
HGNC:29194	OR5BN2P	
HGNC:15277	OR5BP1P	
HGNC:15278	OR5BQ1P	
HGNC:15279	OR5BR1P	
HGNC:19627	OR5BS1P	
HGNC:19629	OR5BT1P	
HGNC:8331	OR5C1	Q8NGR4
HGNC:8335	OR5D2P	
HGNC:8336	OR5D3P	
HGNC:15280	OR5D13	Q8NGL4
HGNC:15281	OR5D14	Q8NGL3
HGNC:15282	OR5D15P	
HGNC:15283	OR5D16	Q8NGK9
HGNC:15284	OR5D17P	
HGNC:15285	OR5D18	Q8NGL1
HGNC:8342	OR5E1P	
HGNC:8343	OR5F1	O95221
HGNC:15286	OR5F2P	
HGNC:8344	OR5G1P	
HGNC:15287	OR5G3	P0C626
HGNC:15288	OR5G4P	
HGNC:15289	OR5G5P	
HGNC:8346	OR5H1	A6NKK0
HGNC:14752	OR5H2	Q8NGV7
HGNC:14753	OR5H3P	
HGNC:14763	OR5H4P	
HGNC:14765	OR5H5P	
HGNC:14767	OR5H6	Q8NGV6
HGNC:14771	OR5H7P	
HGNC:14773	OR5H8	
HGNC:31286	OR5H14	A6NHG9
HGNC:31287	OR5H15	A6NDH6
HGNC:8347	OR5I1	Q13606
HGNC:8348	OR5J1P	
HGNC:19612	OR5J2	Q8NH18
HGNC:31289	OR5J7P	
HGNC:8349	OR5K1	Q8NHB7
HGNC:14774	OR5K2	Q8NHB8
HGNC:31290	OR5K3	A6NET4
HGNC:31291	OR5K4	A6NMS3
HGNC:8350	OR5L1	Q8NGL2
HGNC:8351	OR5L2	Q8NGL0
HGNC:8352	OR5M1	Q8NGP8
HGNC:14803	OR5M2P	
HGNC:14806	OR5M3	Q8NGP4
HGNC:14808	OR5M4P	
HGNC:14810	OR5M5P	
HGNC:14814	OR5M6P	
HGNC:14818	OR5M7P	
HGNC:14846	OR5M8	Q8NGP6
HGNC:15294	OR5M9	Q8NGP3
HGNC:15290	OR5M10	Q6IEU7
HGNC:15291	OR5M11	Q96RB7
HGNC:15292	OR5M12P	
HGNC:15293	OR5M13P	
HGNC:15057	OR5M14P	
HGNC:14779	OR5P1P	
HGNC:14783	OR5P2	Q8WZ92
HGNC:14784	OR5P3	Q8WZ94
HGNC:15295	OR5P4P	
HGNC:14841	OR5R1	Q8NH85
HGNC:15040	OR5S1P	
HGNC:14821	OR5T1	Q8NG75
HGNC:15296	OR5T2	Q8NGG2
HGNC:15297	OR5T3	Q8NGG3
HGNC:13972	OR5V1	Q9UGF6
HGNC:15298	OR5W1P	
HGNC:15299	OR5W2	Q8NH69
HGNC:15301	OR6A2	O95222
HGNC:8354	OR6B1	O95007
HGNC:15041	OR6B2	Q6IFH4
HGNC:15042	OR6B3	Q8NGW1
HGNC:8355	OR6C1	Q96RD1
HGNC:15436	OR6C2	Q9NZP2
HGNC:15437	OR6C3	Q9NZP0
HGNC:19632	OR6C4	Q8NGE1
HGNC:31292	OR6C5P	
HGNC:31293	OR6C6	A6NF89
HGNC:31306	OR6C7P	
HGNC:31294	OR6C64P	
HGNC:31295	OR6C65	A6NJZ3
HGNC:31296	OR6C66P	
HGNC:31297	OR6C68	A6NDL8
HGNC:31298	OR6C69P	
HGNC:31299	OR6C70	A6NIJ9
HGNC:31300	OR6C71P	
HGNC:31301	OR6C72P	
HGNC:31302	OR6C73P	
HGNC:31303	OR6C74	A6NCV1
HGNC:31304	OR6C75	A6NL08
HGNC:31305	OR6C76	A6NM76
HGNC:14849	OR6D1P	
HGNC:14739	OR6E1P	
HGNC:15027	OR6F1	Q8NGZ6
HGNC:14707	OR6J1	Q8NGC5
HGNC:15028	OR6K1P	
HGNC:15029	OR6K2	Q8NGY2
HGNC:15030	OR6K3	Q8NGY3
HGNC:15031	OR6K4P	
HGNC:15032	OR6K5P	
HGNC:15033	OR6K6	Q8NGW6
HGNC:15124	OR6L1P	
HGNC:15125	OR6L2P	
HGNC:14711	OR6M1	Q8NGM8
HGNC:14713	OR6M2P	
HGNC:14741	OR6M3P	
HGNC:15034	OR6N1	Q8NGY5
HGNC:15035	OR6N2	Q8NGY6
HGNC:15036	OR6P1	Q8NGX9
HGNC:15302	OR6Q1	Q8NGQ2
HGNC:15037	OR6R1P	
HGNC:31307	OR6R2P	
HGNC:15363	OR6S1	Q8NH40
HGNC:14848	OR6T1	Q8NGN1
HGNC:19631	OR6U2P	
HGNC:15090	OR6V1	Q8N148
HGNC:15091	OR6W1P	
HGNC:14737	OR6X1	Q8NH79
HGNC:14823	OR6Y1	Q8NGX8
HGNC:8364	OR7A1P	
HGNC:8370	OR7A2P	Q8NGA2
HGNC:8366	OR7A3P	
HGNC:8368	OR7A5	Q15622
HGNC:8371	OR7A8P	
HGNC:8356	OR7A10	O76100
HGNC:8357	OR7A11P	
HGNC:8361	OR7A15P	
HGNC:8363	OR7A17	O14581
HGNC:15399	OR7A18P	
HGNC:15337	OR7A19P	
HGNC:8373	OR7C1	O76099
HGNC:8374	OR7C2	O60412
HGNC:8377	OR7D1P	
HGNC:8378	OR7D2	Q96RA2
HGNC:8380	OR7D4	Q8NG98
HGNC:31308	OR7D11P	
HGNC:8391	OR7E1P	
HGNC:8402	OR7E2P	
HGNC:8424	OR7E4P	
HGNC:8435	OR7E5P	
HGNC:8457	OR7E7P	
HGNC:8458	OR7E8P	
HGNC:8381	OR7E10P	
HGNC:8382	OR7E11P	
HGNC:8383	OR7E12P	
HGNC:8384	OR7E13P	
HGNC:8385	OR7E14P	
HGNC:8386	OR7E15P	
HGNC:8387	OR7E16P	
HGNC:8389	OR7E18P	
HGNC:8390	OR7E19P	
HGNC:8393	OR7E21P	
HGNC:8394	OR7E22P	
HGNC:8395	OR7E23P	
HGNC:8396	OR7E24	Q6IFN5
HGNC:8397	OR7E25P	
HGNC:8398	OR7E26P	
HGNC:8400	OR7E28P	
HGNC:8401	OR7E29P	
HGNC:8404	OR7E31P	
HGNC:8406	OR7E33P	
HGNC:8408	OR7E35P	
HGNC:8409	OR7E36P	
HGNC:8410	OR7E37P	
HGNC:8411	OR7E38P	
HGNC:8412	OR7E39P	
HGNC:8415	OR7E41P	
HGNC:8417	OR7E43P	
HGNC:8420	OR7E46P	
HGNC:8421	OR7E47P	
HGNC:8428	OR7E53P	
HGNC:8430	OR7E55P	
HGNC:8434	OR7E59P	
HGNC:8438	OR7E62P	
HGNC:8442	OR7E66P	
HGNC:14688	OR7E83P	
HGNC:14690	OR7E84P	
HGNC:14692	OR7E85P	
HGNC:14694	OR7E86P	
HGNC:14709	OR7E87P	
HGNC:14730	OR7E89P	
HGNC:14733	OR7E90P	
HGNC:14747	OR7E91P	
HGNC:14780	OR7E93P	
HGNC:14789	OR7E94P	
HGNC:14815	OR7E96P	
HGNC:14834	OR7E97P	
HGNC:15059	OR7E99P	
HGNC:15048	OR7E100P	
HGNC:15342	OR7E101P	
HGNC:15043	OR7E102P	
HGNC:15343	OR7E104P	
HGNC:15364	OR7E105P	
HGNC:15365	OR7E106P	
HGNC:15117	OR7E108P	
HGNC:15118	OR7E109P	
HGNC:15126	OR7E110P	
HGNC:15344	OR7E111P	
HGNC:15127	OR7E115P	
HGNC:15122	OR7E116P	
HGNC:15303	OR7E117P	
HGNC:15049	OR7E121P	
HGNC:15050	OR7E122P	
HGNC:15098	OR7E125P	
HGNC:15304	OR7E126P	
HGNC:15305	OR7E128P	
HGNC:15052	OR7E129P	
HGNC:15053	OR7E130P	
HGNC:19557	OR7E136P	
HGNC:19561	OR7E140P	
HGNC:19618	OR7E145P	
HGNC:19642	OR7E148P	
HGNC:19589	OR7E149P	
HGNC:31309	OR7E154P	
HGNC:31310	OR7E155P	
HGNC:31311	OR7E156P	
HGNC:31231	OR7E157P	
HGNC:31232	OR7E158P	
HGNC:31312	OR7E159P	
HGNC:31233	OR7E160P	
HGNC:31234	OR7E161P	
HGNC:28374	OR7E162P	
HGNC:45040	OR7E163P	
HGNC:8465	OR7G1	Q8NGA0
HGNC:8466	OR7G2	Q8NG99
HGNC:8467	OR7G3	Q8NG95
HGNC:31313	OR7G15P	
HGNC:8468	OR7H1P	
HGNC:31314	OR7H2P	
HGNC:15366	OR7K1P	
HGNC:14827	OR7L1P	
HGNC:15128	OR7M1P	
HGNC:8469	OR8A1	Q8NGG7
HGNC:15306	OR8A2P	
HGNC:31315	OR8A3P	
HGNC:8470	OR8B1P	
HGNC:8471	OR8B2	Q96RD0
HGNC:8472	OR8B3	Q8NGG8
HGNC:8473	OR8B4	Q96RC9
HGNC:8474	OR8B5P	
HGNC:8475	OR8B6P	
HGNC:8476	OR8B7P	
HGNC:8477	OR8B8	Q15620
HGNC:14746	OR8B9P	
HGNC:14751	OR8B10P	
HGNC:15307	OR8B12	Q8NGG6
HGNC:8478	OR8C1P	
HGNC:8481	OR8D1	Q8WZ84
HGNC:8482	OR8D2	Q9GZM6
HGNC:14840	OR8D4	Q8NGM9
HGNC:14691	OR8F1P	
HGNC:8484	OR8G1	Q15617
HGNC:8485	OR8G2	Q6IF36
HGNC:14698	OR8G3P	P0DMU2
HGNC:19622	OR8G5	Q8NG78
HGNC:19625	OR8G7P	
HGNC:14824	OR8H1	Q8NGG4
HGNC:15308	OR8H2	Q8N162
HGNC:15309	OR8H3	Q8N146
HGNC:14828	OR8I1P	
HGNC:15310	OR8I2	Q8N0Y5
HGNC:31316	OR8I4P	
HGNC:14855	OR8J1	Q8NGP2
HGNC:15311	OR8J2	Q8NGG1
HGNC:15312	OR8J3	Q8NGG0
HGNC:14831	OR8K1	Q8NGG5
HGNC:14832	OR8K2P	
HGNC:15313	OR8K3	Q8NH51
HGNC:15314	OR8K4P	
HGNC:15315	OR8K5	Q8NH50
HGNC:15316	OR8L1P	
HGNC:15317	OR8Q1P	
HGNC:15318	OR8R1P	
HGNC:19628	OR8S1	Q8NH09
HGNC:31317	OR8S21P	
HGNC:19630	OR8T1P	
HGNC:19611	OR8U1	Q8NH10
HGNC:27538	OR8U8	P0C7N1
HGNC:29166	OR8U9	P0C7N5
HGNC:19613	OR8V1P	
HGNC:31318	OR8X1P	
HGNC:8486	OR9A1P	Q8NGU1
HGNC:15093	OR9A2	Q8NGT5
HGNC:15094	OR9A3P	
HGNC:15095	OR9A4	Q8NGU2
HGNC:15319	OR9G1	Q8NH87
HGNC:15320	OR9G2P	
HGNC:15321	OR9G3P	
HGNC:15322	OR9G4	Q8NGQ1
HGNC:31940	OR9G9	P0C7N8
HGNC:15038	OR9H1P	
HGNC:14718	OR9I1	Q8NGQ6
HGNC:15324	OR9I2P	
HGNC:15325	OR9I3P	
HGNC:15338	OR9K1P	
HGNC:15339	OR9K2	Q8NGE7
HGNC:14761	OR9L1P	
HGNC:15327	OR9M1P	
HGNC:15096	OR9N1P	
HGNC:15097	OR9P1P	
HGNC:14724	OR9Q1	Q8NGQ5
HGNC:15328	OR9Q2	Q8NGE9
HGNC:15340	OR9R1P	
HGNC:31288	OR9S24P	
HGNC:8161	OR10A2	Q9H208
HGNC:8162	OR10A3	P58181
HGNC:15130	OR10A4	Q9H209
HGNC:15131	OR10A5	Q9H207
HGNC:15132	OR10A6	Q8NH74
HGNC:15329	OR10A7	Q8NGE5
HGNC:14989	OR10AA1P	
HGNC:14804	OR10AB1P	
HGNC:14758	OR10AC1	Q8NH08
HGNC:14819	OR10AD1	Q8NGE0
HGNC:14990	OR10AE1P	
HGNC:31235	OR10AE3P	
HGNC:19606	OR10AF1P	
HGNC:19607	OR10AG1	Q8NH19
HGNC:19647	OR10AH1P	
HGNC:31236	OR10AK1P	
HGNC:8163	OR10B1P	
HGNC:8165	OR10C1	Q96KK4
HGNC:8166	OR10D1P	
HGNC:8168	OR10D3	Q8NH80
HGNC:14770	OR10D4P	Q8NGN7
HGNC:14838	OR10D5P	
HGNC:8169	OR10G1P	
HGNC:8170	OR10G2	Q8NGC3
HGNC:8171	OR10G3	Q8NGC4
HGNC:14809	OR10G4	Q8NGN3
HGNC:14811	OR10G5P	
HGNC:14836	OR10G6	Q8NH81
HGNC:14842	OR10G7	Q8NGN6
HGNC:14845	OR10G8	Q8NGN5
HGNC:15129	OR10G9	Q8NGN4
HGNC:8172	OR10H1	Q9Y4A9
HGNC:8173	OR10H2	O60403
HGNC:8174	OR10H3	O60404
HGNC:15388	OR10H4	Q8NGA5
HGNC:15389	OR10H5	Q8NGA6
HGNC:8175	OR10J1	P30954
HGNC:14991	OR10J2P	
HGNC:14992	OR10J3	Q5JRS4
HGNC:15408	OR10J4	P0C629
HGNC:14993	OR10J5	Q8NHC4
HGNC:14994	OR10J6P	Q8NGY7
HGNC:19637	OR10J7P	
HGNC:19638	OR10J8P	
HGNC:19639	OR10J9P	
HGNC:14693	OR10K1	Q8NGX5
HGNC:14826	OR10K2	Q6IF99
HGNC:14689	OR10N1P	
HGNC:15378	OR10P1	Q8NGE3
HGNC:15134	OR10Q1	Q8NGQ4
HGNC:15135	OR10Q2P	
HGNC:14813	OR10R1P	
HGNC:14820	OR10R2	Q8NGX6
HGNC:14829	OR10R3P	
HGNC:14807	OR10S1	Q8NGN2
HGNC:14812	OR10T1P	
HGNC:14816	OR10T2	Q8NGX3
HGNC:15332	OR10U1P	
HGNC:15136	OR10V1	Q8NGI7
HGNC:15137	OR10V2P	
HGNC:15138	OR10V3P	
HGNC:31237	OR10V7P	
HGNC:15139	OR10W1	Q8NGF6
HGNC:14995	OR10X1	Q8NGY0
HGNC:15140	OR10Y1P	
HGNC:14996	OR10Z1	Q8NGY1
HGNC:8176	OR11A1	Q9GZK7
HGNC:15345	OR11G1P	
HGNC:15346	OR11G2	Q8NGC1
HGNC:15404	OR11H1	Q8NG94
HGNC:14716	OR11H2	Q8NH07
HGNC:15367	OR11H3P	
HGNC:15347	OR11H4	Q8NGC9
HGNC:15348	OR11H5P	
HGNC:15349	OR11H6	Q8NGC7
HGNC:15350	OR11H7	Q8NGC8
HGNC:30738	OR11H12	B2RN74
HGNC:29997	OR11H13P	
HGNC:14997	OR11I1P	
HGNC:15369	OR11J1P	
HGNC:15370	OR11J2P	
HGNC:31238	OR11J5P	
HGNC:38588	OR11J6P	
HGNC:38589	OR11J7P	
HGNC:15371	OR11K1P	
HGNC:19635	OR11K2P	
HGNC:14998	OR11L1	Q8NGX0
HGNC:15333	OR11M1P	
HGNC:19582	OR11N1P	
HGNC:19636	OR11P1P	
HGNC:31239	OR11Q1P	
HGNC:8177	OR12D1	
HGNC:8178	OR12D2	P58182
HGNC:13963	OR12D3	Q9UGF7
HGNC:14772	OR13A1	Q8NGR1
HGNC:14699	OR13C1P	
HGNC:14701	OR13C2	Q8NGS9
HGNC:14704	OR13C3	Q8NGS6
HGNC:14722	OR13C4	Q8NGS5
HGNC:15100	OR13C5	Q8NGS8
HGNC:15101	OR13C6P	Q8NH95
HGNC:15102	OR13C7	
HGNC:15103	OR13C8	Q8NGS7
HGNC:15104	OR13C9	Q8NGT0
HGNC:14695	OR13D1	Q8NGV5
HGNC:15105	OR13D2P	
HGNC:15106	OR13D3P	
HGNC:15107	OR13E1P	
HGNC:14723	OR13F1	Q8NGS4
HGNC:14999	OR13G1	Q8NGZ3
HGNC:14755	OR13H1	Q8NG92
HGNC:14732	OR13I1P	
HGNC:15108	OR13J1	Q8NGT2
HGNC:14721	OR13K1P	
HGNC:31240	OR13Z1P	
HGNC:31241	OR13Z2P	
HGNC:31242	OR13Z3P	
HGNC:15024	OR14A2	Q96R54
HGNC:15022	OR14A16	Q8NHC5
HGNC:15026	OR14C36	Q8NHC7
HGNC:19575	OR14I1	A6ND48
HGNC:13971	OR14J1	Q9UGF5
HGNC:15025	OR14K1	Q8NGZ2
HGNC:15023	OR14L1P	Q8NHC6
HGNC:8316	OR51A1P	
HGNC:14764	OR51A2	Q8NGJ7
HGNC:14794	OR51A3P	
HGNC:14795	OR51A4	Q8NGJ6
HGNC:14801	OR51A5P	
HGNC:15187	OR51A6P	
HGNC:15188	OR51A7	Q8NH64
HGNC:15189	OR51A8P	
HGNC:15190	OR51A9P	
HGNC:15185	OR51A10P	
HGNC:31278	OR51AB1P	
HGNC:14703	OR51B2	Q9Y5P1
HGNC:14706	OR51B3P	
HGNC:14708	OR51B4	Q9Y5P0
HGNC:19599	OR51B5	Q9H339
HGNC:19600	OR51B6	Q9H340
HGNC:31279	OR51B8P	
HGNC:15191	OR51C1P	
HGNC:31280	OR51C4P	
HGNC:15193	OR51D1	Q8NGF3
HGNC:15194	OR51E1	Q8TCB6
HGNC:15195	OR51E2	Q9H255
HGNC:15196	OR51F1	A6NGY5
HGNC:15197	OR51F2	Q8NH61
HGNC:31281	OR51F3P	
HGNC:31282	OR51F4P	
HGNC:31283	OR51F5P	
HGNC:14738	OR51G1	Q8NGK1
HGNC:15198	OR51G2	Q8NGK0
HGNC:14833	OR51H1	Q8NH63
HGNC:15199	OR51H2P	
HGNC:15200	OR51I1	Q9H343
HGNC:15201	OR51I2	Q9H344
HGNC:14856	OR51J1	Q9H342
HGNC:15202	OR51K1P	
HGNC:14759	OR51L1	Q8NGJ5
HGNC:14847	OR51M1	Q9H341
HGNC:14757	OR51N1P	
HGNC:14762	OR51P1P	
HGNC:14851	OR51Q1	Q8NH59
HGNC:15203	OR51R1P	
HGNC:15204	OR51S1	Q8NGJ8
HGNC:15205	OR51T1	Q8NGJ9
HGNC:19597	OR51V1	Q9H2C8
HGNC:8318	OR52A1	Q9UKL2
HGNC:19579	OR52A4P	A6NMU1
HGNC:19580	OR52A5	Q9H2C5
HGNC:15206	OR52B1P	
HGNC:15207	OR52B2	Q96RD2
HGNC:15208	OR52B3P	
HGNC:15209	OR52B4	Q8NGK2
HGNC:15210	OR52B5P	
HGNC:15211	OR52B6	Q8NGF0
HGNC:15212	OR52D1	Q9H346
HGNC:14766	OR52E1	Q8NGJ3
HGNC:14769	OR52E2	Q8NGJ4
HGNC:14793	OR52E3P	
HGNC:15213	OR52E4	Q8NGH9
HGNC:15214	OR52E5	Q8NH55
HGNC:15215	OR52E6	Q96RD3
HGNC:15216	OR52E7P	
HGNC:15217	OR52E8	Q6IFG1
HGNC:15218	OR52H1	Q8NGJ2
HGNC:15219	OR52H2P	
HGNC:15220	OR52I1	Q8NGK6
HGNC:15221	OR52I2	Q8NH67
HGNC:14760	OR52J1P	
HGNC:14797	OR52J2P	
HGNC:14799	OR52J3	Q8NH60
HGNC:15222	OR52K1	Q8NGK4
HGNC:15223	OR52K2	Q8NGK3
HGNC:15224	OR52K3P	
HGNC:14785	OR52L1	Q8NGH7
HGNC:14788	OR52L2P	Q8NGH6
HGNC:15225	OR52M1	Q8NGK5
HGNC:15226	OR52M2P	
HGNC:14853	OR52N1	Q8NH53
HGNC:15228	OR52N2	Q8NGI0
HGNC:15229	OR52N3P	
HGNC:15230	OR52N4	Q8NGI2
HGNC:15231	OR52N5	Q8NH56
HGNC:15232	OR52P1P	Q8NH57
HGNC:15233	OR52P2P	
HGNC:15234	OR52Q1P	
HGNC:15235	OR52R1	Q8NGF1
HGNC:14805	OR52S1P	
HGNC:15236	OR52T1P	
HGNC:15237	OR52U1P	
HGNC:15238	OR52V1P	
HGNC:15239	OR52W1	Q6IF63
HGNC:14790	OR52X1P	
HGNC:15240	OR52Y1P	
HGNC:19596	OR52Z1	P0C646
HGNC:15241	OR55B1P	
HGNC:14781	OR56A1	Q8NGH5
HGNC:14786	OR56A3	Q8NH54
HGNC:14791	OR56A4	Q8NGH8
HGNC:14792	OR56A5	P0C7T3
HGNC:15244	OR56A7P	
HGNC:15245	OR56B1	Q8NGI3
HGNC:15246	OR56B2P	Q8NGI1
HGNC:15247	OR56B3P	
HGNC:15248	OR56B4	Q8NH76
HGNC:25896	ORAI1	Q96D31
HGNC:21667	ORAI2	Q96SN7
HGNC:28185	ORAI3	Q9BRQ5
HGNC:17589	ORAOV1	Q8WV07
HGNC:39203	ORAOV1P1	
HGNC:8487	ORC1	Q13415
HGNC:8488	ORC2	Q13416
HGNC:8489	ORC3	Q9UBD5
HGNC:8490	ORC4	O43929
HGNC:8491	ORC5	O43913
HGNC:17151	ORC6	Q9Y5N6
HGNC:8498	ORM1	P02763
HGNC:8499	ORM2	P19652
HGNC:16036	ORMDL1	Q9P0S3
HGNC:16037	ORMDL2	Q53FV1
HGNC:16038	ORMDL3	Q8N138
HGNC:16994	OS9	Q13438
HGNC:8503	OSBP	P22059
HGNC:8504	OSBP2	Q969R2
HGNC:16398	OSBPL1A	Q9BXW6
HGNC:15761	OSBPL2	Q9H1P3
HGNC:16370	OSBPL3	Q9H4L5
HGNC:16392	OSBPL5	Q9H0X9
HGNC:16388	OSBPL6	Q9BZF3
HGNC:16387	OSBPL7	Q9BZF2
HGNC:16396	OSBPL8	Q9BZF1
HGNC:16386	OSBPL9	Q96SU4
HGNC:48731	OSBPL9P1	
HGNC:48732	OSBPL9P2	
HGNC:48733	OSBPL9P3	
HGNC:48734	OSBPL9P4	
HGNC:48735	OSBPL9P5	
HGNC:48736	OSBPL9P6	
HGNC:16395	OSBPL10	Q9BXB5
HGNC:40767	OSBPL10-AS1	
HGNC:16397	OSBPL11	Q9BXB4
HGNC:29960	OSCAR	Q8IYS5
HGNC:29971	OSCP1	Q8WVF1
HGNC:16105	OSER1	Q9NX31
HGNC:48585	OSER1-AS1	
HGNC:18028	OSGEP	Q9NPF4
HGNC:23075	OSGEPL1	Q9H4B0
HGNC:41009	OSGEPL1-AS1	
HGNC:30093	OSGIN1	Q9UJX0
HGNC:1355	OSGIN2	Q9Y236
HGNC:8506	OSM	P13725
HGNC:8507	OSMR	Q99650
HGNC:50296	OSMR-AS1	
HGNC:8111	OSR1	Q8TAX0
HGNC:15830	OSR2	Q8N2R0
HGNC:32483	OST4	P0C6T2
HGNC:24448	OSTC	Q9NRP0
HGNC:30530	OSTCP1	
HGNC:42864	OSTCP2	
HGNC:42865	OSTCP3	
HGNC:42866	OSTCP4	
HGNC:42867	OSTCP5	
HGNC:42868	OSTCP6	
HGNC:42870	OSTCP7	
HGNC:42869	OSTCP8	
HGNC:8510	OSTF1	Q92882
HGNC:31439	OSTF1P1	
HGNC:21652	OSTM1	Q86WC4
HGNC:43666	OSTM1-AS1	
HGNC:29961	OSTN	P61366
HGNC:41250	OSTN-AS1	
HGNC:8512	OTC	P00480
HGNC:16378	OTOA	Q7RTW8
HGNC:8515	OTOF	Q9HC10
HGNC:8516	OTOG	Q6ZRI0
HGNC:26901	OTOGL	Q3ZCN5
HGNC:34071	OTOL1	A6NHN0
HGNC:19656	OTOP1	Q7RTM1
HGNC:19657	OTOP2	Q7RTS6
HGNC:19658	OTOP3	Q7RTS5
HGNC:8517	OTOR	Q9NRC9
HGNC:22644	OTOS	Q8NHW6
HGNC:8518	OTP	Q5XKR4
HGNC:8519	OTSC1	
HGNC:8520	OTSC2	
HGNC:17831	OTSC3	
HGNC:19981	OTSC4	
HGNC:20238	OTSC5	
HGNC:20375	OTSC6	
HGNC:31084	OTSC7	
HGNC:32939	OTSC8	
HGNC:35457	OTSC9	
HGNC:38512	OTSC10	
HGNC:23077	OTUB1	Q96FW1
HGNC:20351	OTUB2	Q96DC9
HGNC:27346	OTUD1	Q5VV17
HGNC:29038	OTUD3	Q5T2D3
HGNC:24949	OTUD4	Q01804
HGNC:33912	OTUD4P1	
HGNC:25402	OTUD5	Q96G74
HGNC:32312	OTUD6A	Q7L8S5
HGNC:24281	OTUD6B	Q8N6M0
HGNC:50466	OTUD6B-AS1	
HGNC:20718	OTUD7A	Q8TE49
HGNC:16683	OTUD7B	Q6GQQ9
HGNC:25118	OTULIN	Q96BN8
HGNC:8521	OTX1	P32242
HGNC:8522	OTX2	P32243
HGNC:43906	OTX2-AS1	
HGNC:33281	OTX2P1	
HGNC:49422	OVAAL	
HGNC:24203	OVCA2	Q8WZ82
HGNC:23080	OVCH1	Q7RTY7
HGNC:44484	OVCH1-AS1	
HGNC:29970	OVCH2	Q7RTZ1
HGNC:8524	OVGP1	Q12889
HGNC:8525	OVOL1	O14753
HGNC:49319	OVOL1-AS1	
HGNC:15804	OVOL2	Q9BRP0
HGNC:14186	OVOL3	O00110
HGNC:8526	OXA1L	Q15070
HGNC:8527	OXCT1	P55809
HGNC:40423	OXCT1-AS1	
HGNC:18606	OXCT2	Q9BYC2
HGNC:21627	OXCT2P1	
HGNC:24884	OXER1	Q8TDS5
HGNC:4531	OXGR1	Q96P68
HGNC:27901	OXLD1	Q5BKU9
HGNC:25128	OXNAD1	Q96HP4
HGNC:15822	OXR1	Q8N573
HGNC:26063	OXSM	Q9NWU1
HGNC:8508	OXSR1	O95747
HGNC:8528	OXT	P01178
HGNC:8529	OXTR	P30559
HGNC:8531	P1	
HGNC:8533	P2RX1	P51575
HGNC:15459	P2RX2	Q9UBL9
HGNC:8534	P2RX3	P56373
HGNC:8535	P2RX4	Q99571
HGNC:8536	P2RX5	Q93086
HGNC:49191	P2RX5-TAX1BP3	
HGNC:8538	P2RX6	O15547
HGNC:34076	P2RX6P	
HGNC:8537	P2RX7	Q99572
HGNC:8539	P2RY1	P47900
HGNC:8541	P2RY2	P41231
HGNC:8542	P2RY4	P51582
HGNC:8543	P2RY6	Q15077
HGNC:15524	P2RY8	Q86VZ1
HGNC:19906	P2RY10	O00398
HGNC:19063	P2RY10P1	
HGNC:32924	P2RY10P2	
HGNC:8540	P2RY11	Q96G91
HGNC:18124	P2RY12	Q9H244
HGNC:4537	P2RY13	Q9BPV8
HGNC:16442	P2RY14	Q15391
HGNC:19316	P3H1	Q32P28
HGNC:19317	P3H2	Q8IVL5
HGNC:40886	P3H2-AS1	
HGNC:19318	P3H3	Q8IVL6
HGNC:16946	P3H4	Q92791
HGNC:8546	P4HA1	P13674
HGNC:8547	P4HA2	O15460
HGNC:43560	P4HA2-AS1	
HGNC:30135	P4HA3	Q7Z4N8
HGNC:8548	P4HB	P07237
HGNC:28858	P4HTM	Q9NXG6
HGNC:8550	PA2G4	Q9UQ80
HGNC:8551	PA2G4P1	
HGNC:16531	PA2G4P2	
HGNC:31731	PA2G4P3	
HGNC:32217	PA2G4P4	
HGNC:32218	PA2G4P5	
HGNC:32219	PA2G4P6	
HGNC:25687	PAAF1	Q9BRP4
HGNC:8554	PABPC1	P11940
HGNC:15797	PABPC1L	Q4VXU2
HGNC:27989	PABPC1L2A	Q5JQF8
HGNC:31852	PABPC1L2B	Q5JQF8
HGNC:50345	PABPC1L2B-AS1	
HGNC:8558	PABPC1P1	
HGNC:8559	PABPC1P2	
HGNC:8560	PABPC1P3	
HGNC:8563	PABPC1P4	
HGNC:37985	PABPC1P5	
HGNC:37986	PABPC1P6	
HGNC:37987	PABPC1P7	
HGNC:37988	PABPC1P8	
HGNC:37991	PABPC1P9	
HGNC:37992	PABPC1P10	
HGNC:37993	PABPC1P11	
HGNC:37994	PABPC1P12	
HGNC:37995	PABPC1P13	
HGNC:8556	PABPC3	Q9H361
HGNC:8557	PABPC4	Q13310
HGNC:31955	PABPC4L	P0CB38
HGNC:13629	PABPC5	Q96DU9
